scenario,configurator,partition,hypervolume,igdp,runsize,sample
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,1.090364560487736,0.028548817704036226,1,0
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,1.0515831877946757,0.03008904406757793,1,1
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,1.0837982433323505,0.01767544990490601,1,2
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,1.0964667486323771,0.02313925298425774,1,3
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,1.0071471754846137,0.04329957823357297,1,4
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,1.09295449658849,0.019891118853446077,1,5
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,1.112244961304825,0.015823933821857934,1,6
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,1.0857025636282576,0.020644748996986713,1,7
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,1.1068552826335694,0.01796266618814101,1,8
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,1.1241668990472848,0.020616233599736068,1,9
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,1.0965633211267625,0.03136940990044938,1,10
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,1.0865092525305413,0.01771160112543404,1,11
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,1.0893147360056714,0.024069039362220872,1,12
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,0.9939482777546913,0.043976423468688616,1,13
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,1.070530569923307,0.026226384755334297,1,14
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,1.0908619997929103,0.016815929522016854,1,15
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,1.0705207327585833,0.026370987411687138,1,16
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,1.0826383630335015,0.022095694413481175,1,17
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,1.056400103652821,0.029696153004413094,1,18
EA_OO_MMMOOP,MO-SMAC-PHVI,validate,1.122803735897692,0.017264917053430348,1,19
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.0575752979167303,0.034044276008587795,1,0
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.09481524609759,0.01910682949696505,1,1
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.0752775791487448,0.02463404921877822,1,2
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.0613152193464903,0.024762398140567306,1,3
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.0912816886092913,0.022291925299216756,1,4
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.0896371123632531,0.014524250253235529,1,5
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.0554266119263727,0.03289558646348917,1,6
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.1095696126931722,0.017532794153480045,1,7
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.0975968238636853,0.01856570405414368,1,8
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.1023072536494254,0.01794287655133906,1,9
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.0708801216481811,0.028792428134788425,1,10
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.059656470700077,0.028606055504334753,1,11
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.1255461459857508,0.02851220713936547,1,12
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.0733524443448965,0.024296173292376263,1,13
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.0984327380727161,0.022613815355930857,1,14
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.0795048291667162,0.025027529988293308,1,15
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.0499700012787287,0.032376746899008116,1,16
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.1084005060240951,0.015590460552540757,1,17
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.1071725222165998,0.016115661113595484,1,18
EA_OO_MMMOOP,MO-SMAC-PE,validate,1.096557465109272,0.02687159259380103,1,19
EA_OO_MMMOOP,MO-ParamILS,validate,1.0142427946392207,0.04515899659505024,1,0
EA_OO_MMMOOP,MO-ParamILS,validate,0.9973587377229207,0.05864976486897021,1,1
EA_OO_MMMOOP,MO-ParamILS,validate,0.7779575192482399,0.16180773265159412,1,2
EA_OO_MMMOOP,MO-ParamILS,validate,0.9437167036415735,0.08228559143426704,1,3
EA_OO_MMMOOP,MO-ParamILS,validate,1.022892425308938,0.06125642524867368,1,4
EA_OO_MMMOOP,MO-ParamILS,validate,1.0142427946392207,0.04515899659505024,1,5
EA_OO_MMMOOP,MO-ParamILS,validate,1.0438121353797911,0.06914659101387499,1,6
EA_OO_MMMOOP,MO-ParamILS,validate,1.0295808183111876,0.054627715789553416,1,7
EA_OO_MMMOOP,MO-ParamILS,validate,1.0447847812862148,0.06734263096160852,1,8
EA_OO_MMMOOP,MO-ParamILS,validate,0.7891915990343944,0.10646876933317684,1,9
EA_OO_MMMOOP,MO-ParamILS,validate,1.0584834520750481,0.04655276927981706,1,10
EA_OO_MMMOOP,MO-ParamILS,validate,0.7999502281171819,0.13122734583205223,1,11
EA_OO_MMMOOP,MO-ParamILS,validate,0.9982751648428142,0.04940106101730851,1,12
EA_OO_MMMOOP,MO-ParamILS,validate,1.1010662432941734,0.050541758791503605,1,13
EA_OO_MMMOOP,MO-ParamILS,validate,0.9974088457954703,0.04844480711454493,1,14
