instances/sat/data/CIRCUITFUZZ-CSSC14/INSTANCE_NAME,nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,Pre-featuretime,vars-clauses-ratio,POSNEG-RATIO-CLAUSE-mean,POSNEG-RATIO-CLAUSE-coeff-variation,POSNEG-RATIO-CLAUSE-min,POSNEG-RATIO-CLAUSE-max,POSNEG-RATIO-CLAUSE-entropy,VCG-CLAUSE-mean,VCG-CLAUSE-coeff-variation,VCG-CLAUSE-min,VCG-CLAUSE-max,VCG-CLAUSE-entropy,UNARY,BINARY+,TRINARY+,Basic-featuretime,VCG-VAR-mean,VCG-VAR-coeff-variation,VCG-VAR-min,VCG-VAR-max,VCG-VAR-entropy,POSNEG-RATIO-VAR-mean,POSNEG-RATIO-VAR-coeff-variation,POSNEG-RATIO-VAR-min,POSNEG-RATIO-VAR-max,POSNEG-RATIO-VAR-entropy,HORNY-VAR-mean,HORNY-VAR-coeff-variation,HORNY-VAR-min,HORNY-VAR-max,HORNY-VAR-entropy,horn-clauses-fraction,VG-mean,VG-coeff-variation,VG-min,VG-max,KLB-featuretime,CG-mean,CG-coeff-variation,CG-min,CG-max,CG-entropy,cluster-coeff-mean,cluster-coeff-coeff-variation,cluster-coeff-min,cluster-coeff-max,cluster-coeff-entropy,CG-featuretime,cl-num-mean,cl-num-coeff-variation,cl-num-min,cl-num-max,cl-num-q90,cl-num-q10,cl-num-q75,cl-num-q25,cl-num-q50,cl-size-mean,cl-size-coeff-variation,cl-size-min,cl-size-max,cl-size-q90,cl-size-q10,cl-size-q75,cl-size-q25,cl-size-q50,cl-featuretime,SP-bias-mean,SP-bias-coeff-variation,SP-bias-min,SP-bias-max,SP-bias-q90,SP-bias-q10,SP-bias-q75,SP-bias-q25,SP-bias-q50,SP-unconstraint-mean,SP-unconstraint-coeff-variation,SP-unconstraint-min,SP-unconstraint-max,SP-unconstraint-q90,SP-unconstraint-q10,SP-unconstraint-q75,SP-unconstraint-q25,SP-unconstraint-q50,sp-featuretime,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,ls-saps-featuretime,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,ls-gsat-featuretime,lobjois-mean-depth-over-vars,lobjois-log-num-nodes-over-vars,lobjois-featuretime
instances/sat/data/circuit_fuzz/fuzz_100_25433.cnf, 4100.000000000,14216.000000000,4097.000000000,14205.000000000,0.000732243,0.000774375,0.000000000,0.288419571,0.495090930,0.782397690,0.000000000,1.000000000,1.160890312,0.000655866,0.259486189,0.000488162,0.001464486,0.860995827,0.000000000,0.393523407,0.960154875,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,4159.500000000,0.014064190,4101.000000000,4218.000000000,4218.000000000,4101.000000000,4218.000000000,4101.000000000,4218.000000000,31.726404464,0.071132010,29.469641551,33.983167378,33.983167378,29.469641551,33.983167378,29.469641551,33.983167378,1.240000000,0.376919845,0.687164826,0.000001321,1.000000000,0.730203643,0.042597122,0.601250203,0.129707662,0.375894325,0.073462733,0.707234181,0.000000000,0.281967003,0.143863334,0.005042773,0.109882026,0.029434363,0.069963707,0.120000000,161.125000000,0.166707000,913.078000000,0.024646000,913.000000000,885.000000000,942.000000000,0.618285000,0.207497000,0.799559000,0.017597100,2.200000000,193.277000000,0.059763900,913.987000000,0.024667400,913.500000000,886.000000000,941.000000000,0.294663000,0.224099000,0.810725000,0.012224700,2.460000000,0.213802870,0.490686012,2.000000000
instances/sat/data/circuit_fuzz/fuzz_100_531.cnf, 5040.000000000,17042.000000000,5039.000000000,17038.000000000,0.000198452,0.000234769,0.000000000,0.295750675,0.495916970,0.774352546,0.000000000,1.000000000,1.099872330,0.000526251,0.220534236,0.000396904,0.001190712,0.763949047,0.000000000,0.382850100,0.982568377,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,1154.200000000,0.486077476,698.000000000,2486.000000000,2486.000000000,721.000000000,1179.000000000,752.000000000,998.000000000,43.196514125,0.124060924,37.865691489,53.098701299,53.098701299,38.162091503,47.656476267,38.424410541,41.212034384,1.980000000,0.352646954,0.747420364,0.000000983,1.000000000,0.717574356,0.022466312,0.586953605,0.091398224,0.341289854,0.079172318,0.684563641,0.000000000,0.380323361,0.150999375,0.005811507,0.119594406,0.033194734,0.076439618,0.120000000,180.407000000,0.285285000,1096.680000000,0.020411200,1094.000000000,1068.000000000,1131.000000000,0.603726000,0.257120000,0.794564000,0.022403000,2.160000000,216.387000000,0.058437000,1097.230000000,0.021507800,1097.000000000,1066.000000000,1127.000000000,0.287599000,0.210692000,0.805173000,0.011014500,2.480000000,0.239955029,0.609603653,2.000000000
instances/sat/data/circuit_fuzz/fuzz_100_6463.cnf, 15202.000000000,51347.000000000,15199.000000000,51338.000000000,0.000197381,0.000175309,0.020000000,0.296057501,0.498755308,0.775416892,0.000000000,1.000000000,1.089725049,0.000172924,0.212857985,0.000131588,0.000394763,0.742974405,0.000000000,0.395574428,0.988059527,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,3948.000000000,0.000000000,3948.000000000,3948.000000000,3948.000000000,3948.000000000,3948.000000000,3948.000000000,3948.000000000,41.580800405,0.000000000,41.580800405,41.580800405,41.580800405,41.580800405,41.580800405,41.580800405,41.580800405,1.980000000,0.365709494,0.742130933,0.000000643,1.000000000,0.734277489,0.022217022,0.605049849,0.091557831,0.362447008,0.080346087,0.691214472,0.000000000,0.286854213,0.153933234,0.004997968,0.120543320,0.032554354,0.077940089,0.480000000,831.733000000,1.351050000,3119.600000000,0.276980000,3317.000000000,3283.000000000,3385.000000000,0.689199000,0.846745000,0.889350000,0.424263000,2.060000000,717.341000000,0.227517000,3360.730000000,0.012523800,3366.000000000,3298.000000000,3410.000000000,0.286743000,0.703311000,0.810766000,0.022237500,2.300000000,0.146337583,0.377897505,2.000000000
instances/sat/data/circuit_fuzz/fuzz_100_3546.cnf, 1974.000000000,6894.000000000,1973.000000000,6891.000000000,0.000506842,0.000435350,0.000000000,0.286315484,0.496831616,0.769838667,0.000000000,1.000000000,1.197629420,0.001384163,0.270164933,0.001013685,0.003041054,0.906559769,0.000000000,0.375126977,0.945436076,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,4237.000000000,0.025531221,4077.000000000,4379.000000000,4379.000000000,4077.000000000,4379.000000000,4225.000000000,4267.000000000,41.666631388,0.131593771,33.393671818,48.285224937,48.285224937,33.393671818,48.285224937,40.671715976,44.315912819,1.980000000,0.362027628,0.706279372,0.000012469,1.000000000,0.726596380,0.041088204,0.585953188,0.120270832,0.345656757,0.071472573,0.696291172,0.000000000,0.306846117,0.138236819,0.006377967,0.105721186,0.029564056,0.067554694,0.040000000,79.282100000,0.208782000,434.137000000,0.034563700,434.000000000,416.000000000,454.000000000,0.689578000,0.208903000,0.803505000,0.023875900,2.220000000,88.219400000,0.132900000,433.565000000,0.049468100,434.000000000,413.000000000,453.000000000,0.323220000,0.307862000,0.810888000,0.031411600,2.520000000,0.255376301,0.623582931,2.000000000
instances/sat/data/circuit_fuzz/fuzz_100_17714.cnf, 2352.000000000,7986.000000000,2351.000000000,7983.000000000,0.000425351,0.000375799,0.000000000,0.294500814,0.493511211,0.777334491,0.000000000,1.000000000,1.141297505,0.001141782,0.247531519,0.000850702,0.002552105,0.825994673,0.000000000,0.381811349,0.967931855,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,4204.500000000,0.021917803,4063.000000000,4296.000000000,4296.000000000,4063.000000000,4296.000000000,4183.000000000,4276.000000000,40.772557608,0.078337587,35.424070884,43.880121043,43.880121043,35.424070884,43.880121043,41.764523070,42.021515435,1.980000000,0.361433033,0.721696302,0.000004345,1.000000000,0.725480743,0.031370944,0.588470754,0.109032205,0.347418991,0.075597418,0.693298453,0.000000000,0.332971296,0.145620750,0.006293873,0.114537141,0.031020728,0.072785291,0.060000000,85.101100000,0.282618000,513.978000000,0.053620200,515.000000000,494.000000000,536.000000000,0.664242000,0.240817000,0.800720000,0.040117600,2.240000000,98.647800000,0.080759500,513.254000000,0.031957800,513.000000000,492.000000000,534.000000000,0.324094000,0.209333000,0.807101000,0.016173100,2.660000000,0.264084262,0.637854543,2.000000000
instances/sat/data/circuit_fuzz/fuzz_100_28416.cnf, 5037.000000000,17250.000000000,5036.000000000,17245.000000000,0.000198570,0.000289939,0.000000000,0.292026674,0.492463516,0.784316745,0.000000000,1.000000000,1.135741823,0.000528626,0.241326757,0.000397141,0.001191422,0.815318290,0.000000000,0.394317193,0.971875906,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,4183.333333333,0.024899092,4039.000000000,4281.000000000,4281.000000000,4039.000000000,4281.000000000,4039.000000000,4230.000000000,39.773101486,0.130655157,33.076008913,45.742349918,45.742349918,33.076008913,45.742349918,33.076008913,40.500945626,1.980000000,0.364905740,0.721050421,0.000013217,1.000000000,0.729674550,0.033402858,0.595227497,0.108322069,0.346129897,0.076094248,0.694259628,0.000000000,0.287168038,0.146975431,0.004836121,0.114416817,0.031046302,0.073568165,0.120000000,188.864000000,0.252718000,1114.760000000,0.022662800,1111.500000000,1088.000000000,1145.000000000,0.596693000,0.248317000,0.795997000,0.022749900,2.160000000,229.367000000,0.059869500,1112.460000000,0.021966900,1112.000000000,1080.000000000,1145.000000000,0.288523000,0.207992000,0.806733000,0.010632400,2.360000000,0.203270932,0.530692326,2.000000000
instances/sat/data/circuit_fuzz/fuzz_100_23226.cnf, 2109.000000000,7142.000000000,2104.000000000,7128.000000000,0.002376426,0.001964085,0.000000000,0.295173962,0.494734381,0.782857276,0.000000000,1.000000000,1.167183085,0.001277829,0.259835835,0.000950570,0.002851711,0.866873410,0.000000000,0.394079686,0.958613917,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,4295.250000000,0.017258491,4209.000000000,4389.000000000,4389.000000000,4209.000000000,4389.000000000,4238.000000000,4345.000000000,43.468267292,0.121903268,36.094321692,49.763043974,49.763043974,36.094321692,49.763043974,41.030202926,46.985500575,1.980000000,0.370120377,0.689871132,0.000222815,1.000000000,0.725667241,0.041232553,0.584078648,0.133098732,0.352753756,0.075314172,0.692140003,0.000000000,0.348209370,0.143081988,0.007002593,0.112154889,0.031966038,0.071852398,0.040000000,72.365300000,0.538629000,461.534000000,0.052142600,462.000000000,443.000000000,482.000000000,0.656324000,0.271846000,0.802512000,0.195233000,2.220000000,87.968600000,0.094115200,464.420000000,0.035309600,465.000000000,443.000000000,485.000000000,0.337520000,0.224061000,0.810411000,0.017230200,2.560000000,0.275585752,0.697994136,2.000000000
instances/sat/data/circuit_fuzz/fuzz_100_2327.cnf, 5716.000000000,19441.000000000,5715.000000000,19438.000000000,0.000174978,0.000154337,0.000000000,0.294011730,0.498075934,0.777227520,0.000000000,1.000000000,1.124183595,0.000464937,0.236895250,0.000349956,0.001049869,0.801800895,0.000000000,0.393713345,0.975048873,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,3743.000000000,0.090633532,3270.000000000,4049.000000000,4049.000000000,3270.000000000,4049.000000000,3270.000000000,3910.000000000,49.926269040,0.030672758,48.334862385,51.994072611,51.994072611,48.334862385,51.994072611,48.334862385,49.449872123,1.960000000,0.365175567,0.714519759,0.000017365,1.000000000,0.719061221,0.031895539,0.592371389,0.105082195,0.361805047,0.077105099,0.692964291,0.000000000,0.263117260,0.148909509,0.005519827,0.116237871,0.030810906,0.074361049,0.180000000,209.086000000,0.187789000,1254.750000000,0.018018700,1254.000000000,1227.000000000,1284.000000000,0.599455000,0.201783000,0.795617000,0.014740100,2.140000000,256.236000000,0.333992000,1244.700000000,0.074502000,1252.000000000,1219.000000000,1283.000000000,0.293145000,0.589969000,0.810310000,0.082424700,2.460000000,0.223638446,0.571280140,2.000000000
instances/sat/data/circuit_fuzz/fuzz_100_18548.cnf, 3289.000000000,11193.000000000,3271.000000000,11109.000000000,0.005502904,0.007561437,0.000000000,0.294445945,0.503468659,0.765423656,0.000000000,1.000000000,1.130858574,0.000816731,0.239251373,0.000611434,0.001834301,0.812946046,0.000000000,0.385093168,0.971554595,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,4260.666666667,0.014797384,4187.000000000,4341.000000000,4341.000000000,4187.000000000,4341.000000000,4187.000000000,4254.000000000,47.799788946,0.086861561,42.015046573,51.564386086,51.564386086,42.015046573,51.564386086,42.015046573,49.819934180,1.980000000,0.365385245,0.730551355,0.000022143,1.000000000,0.722405109,0.030169307,0.597994703,0.105378521,0.345380296,0.076919786,0.697123763,0.000000000,0.329970859,0.147990695,0.005522059,0.114575915,0.030949792,0.074169658,0.100000000,119.492000000,0.263191000,724.685000000,0.026199000,724.000000000,700.000000000,748.000000000,0.641058000,0.238501000,0.800081000,0.023118600,2.180000000,140.577000000,0.068746600,723.164000000,0.024785900,724.000000000,699.000000000,747.000000000,0.318054000,0.191133000,0.807655000,0.013080700,2.440000000,0.232753003,0.624388810,2.000000000
instances/sat/data/circuit_fuzz/fuzz_100_27424.cnf, 2472.000000000,8337.000000000,2471.000000000,8334.000000000,0.000404694,0.000359971,0.000000000,0.296496280,0.495768339,0.782625454,0.000000000,1.000000000,1.158775363,0.001078408,0.246961325,0.000809389,0.002428167,0.841064517,0.000000000,0.400167987,0.965922726,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,-512.000000000,0.000000000,4264.000000000,0.028563534,4094.000000000,4373.000000000,4373.000000000,4094.000000000,4373.000000000,4094.000000000,4325.000000000,35.348137989,0.100791549,30.362725940,38.472901898,38.472901898,30.362725940,38.472901898,30.362725940,37.208786127,1.920000000,0.372180942,0.706556795,0.000009145,1.000000000,0.729188445,0.034010928,0.600552932,0.116652868,0.361408941,0.075050638,0.705383974,0.000000000,0.314692638,0.146124063,0.006379903,0.112250585,0.029936782,0.071760718,0.060000000,83.074800000,0.242730000,548.006000000,0.031031700,548.000000000,527.000000000,569.000000000,0.655575000,0.216396000,0.796741000,0.021791900,2.260000000,105.316000000,0.091264400,549.777000000,0.029980000,550.000000000,529.000000000,570.000000000,0.362207000,0.239586000,0.811349000,0.015152300,2.580000000,0.250228399,0.695866512,2.000000000
