INSTANCE_ID, probtype, n_vars, n_constr, n_nzcnt, nq_vars, nq_constr, nq_nzcnt, lp_avg, lp_l2_avg, lp_linf, lp_objval, num_b_variables, num_i_variables, num_c_variables, num_s_variables, num_n_variables, ratio_b_variables, ratio_i_variables, ratio_c_variables, ratio_s_variables, ratio_n_variables, num_ip_variables, ratio_ip_variables, num_unbounded_disc, ratio_unbounded_disc, support_size_avg, support_size_median, support_size_varcoef, support_size_q90mq10, rhs_c_0_avg, rhs_c_0_varcoef, rhs_c_1_avg, rhs_c_1_varcoef, rhs_c_2_avg, rhs_c_2_varcoef, vcg_constr_deg0_avg, vcg_constr_deg0_median, vcg_constr_deg0_varcoef, vcg_constr_deg0_q90mq10, vcg_var_deg0_avg, vcg_var_deg0_median, vcg_var_deg0_varcoef, vcg_var_deg0_q90mq10, vcg_constr_weight0_avg, vcg_constr_weight0_varcoef, vcg_var_weight0_avg, vcg_var_weight0_varcoef, A_ij_normalized0_avg, A_ij_normalized0_varcoef, a_normalized_varcoefs0_avg, a_normalized_varcoefs0_varcoef, obj_coefs0_avg, obj_coefs0_std, obj_coef_per_constr0_avg, obj_coef_per_constr0_std, obj_coef_per_sqr_constr0_avg, obj_coef_per_sqr_constr0_std, vcg_constr_deg1_avg, vcg_constr_deg1_median, vcg_constr_deg1_varcoef, vcg_constr_deg1_q90mq10, vcg_var_deg1_avg, vcg_var_deg1_median, vcg_var_deg1_varcoef, vcg_var_deg1_q90mq10, vcg_constr_weight1_avg, vcg_constr_weight1_varcoef, vcg_var_weight1_avg, vcg_var_weight1_varcoef, A_ij_normalized1_avg, A_ij_normalized1_varcoef, a_normalized_varcoefs1_avg, a_normalized_varcoefs1_varcoef, obj_coefs1_avg, obj_coefs1_std, obj_coef_per_constr1_avg, obj_coef_per_constr1_std, obj_coef_per_sqr_constr1_avg, obj_coef_per_sqr_constr1_std, vcg_constr_deg2_avg, vcg_constr_deg2_median, vcg_constr_deg2_varcoef, vcg_constr_deg2_q90mq10, vcg_var_deg2_avg, vcg_var_deg2_median, vcg_var_deg2_varcoef, vcg_var_deg2_q90mq10, vcg_constr_weight2_avg, vcg_constr_weight2_varcoef, vcg_var_weight2_avg, vcg_var_weight2_varcoef, A_ij_normalized2_avg, A_ij_normalized2_varcoef, a_normalized_varcoefs2_avg, a_normalized_varcoefs2_varcoef, obj_coefs2_avg, obj_coefs2_std, obj_coef_per_constr2_avg, obj_coef_per_constr2_std, obj_coef_per_sqr_constr2_avg, obj_coef_per_sqr_constr2_std, mipgap, nodecnt, clqcnt, covcnt, itcnt_max, numnewsolution_sum, newin_sum, nodeleft_avg, nodeleft_varcoef, diffObj_avg, diffObj_median, diffObj_varcoef, diffObj_q90mq10, numfeas, iinf_avg, iinf_median, iinf_varcoef, iinf_q90mq10, diffBestInt_avg, diffBestInt_median, diffBestInt_varcoef, diffBestInt_q90mq10, diffBestObjUp_avg, diffBestObjUp_median, diffBestObjUp_varcoef, diffBestObjUp_q90mq10, numcuts_sum, diffGap_avg, diffGap_median, diffGap_varcoef, diffGap_q90mq10, pre_t, rel_t, new_row, new_col, new_nonzero, clique_table, cliqueCuts, impliedBoundCuts, flowCuts, mixedIntegerRoundingCuts, gomoryFractionalCuts, time_relax, time_VCG0, time_VCG1, time_VCG2, cplex_prob_time
instances/mip/data/Regions200/CATS-d_regions-goods200-bids1000_0000.lp, 1.0, 1005.0, 381.0, 14002.0, 0.0, 0.0, 0.0, 0.0258054, 0.0852771, 0.494062, 16106.3, 1005.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1005.0, 1.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, -512.0, -512.0, -512.0, -512.0, 36.7507, 27.0, 0.930899, 80.0, 13.9323, 11.0, 0.701959, 25.0, 36.7507, 0.930899, 13.9323, 0.701959, 1.0, 0.0, 0.217412, 1.5714, 870.263, 692.217, 60.5287, 18.6656, 216.081, 103.584, 0.0, 0.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 36.7507, 27.0, 0.930899, 80.0, 13.9323, 11.0, 0.701959, 25.0, 36.7507, 0.930899, 13.9323, 0.701959, 1.0, 0.0, 0.217412, 1.5714, 870.263, 692.217, 60.5287, 18.6656, 216.081, 103.584, 0.0291775, 80.0, 66.0, 0.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.04, 0.12, 302.0, 977.0, 13431.0, 302.0, 66.0, 0.0, 0.0, 0.0, 0.0, 0.233333, 0.0166667, 0.0, 0.0166667, 8.38333
instances/mip/data/Regions200/CATS-d_regions-goods200-bids1000_0005.lp, 1.0, 1004.0, 386.0, 12900.0, 0.0, 0.0, 0.0, 0.0256244, 0.083059, 0.498111, 13993.0, 1004.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1004.0, 1.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, -512.0, -512.0, -512.0, -512.0, 33.4197, 24.0, 0.958829, 74.0, 12.8486, 10.0, 0.730968, 21.0, 33.4197, 0.958829, 12.8486, 0.730968, 1.0, 0.0, 0.222301, 1.66401, 753.018, 608.028, 55.9841, 13.9549, 194.085, 89.2531, 0.0, 0.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 33.4197, 24.0, 0.958829, 74.0, 12.8486, 10.0, 0.730968, 21.0, 33.4197, 0.958829, 12.8486, 0.730968, 1.0, 0.0, 0.222301, 1.66401, 753.018, 608.028, 55.9841, 13.9549, 194.085, 89.2531, 0.0140654, 10.0, 74.0, 0.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.04, 0.14, 318.0, 1000.0, 12658.0, 318.0, 74.0, 0.0, 0.0, 0.0, 0.0, 0.216667, 0.0166667, 0.0, 0.0, 8.36667
instances/mip/data/Regions200/CATS-d_regions-goods200-bids1000_0006.lp, 1.0, 1002.0, 386.0, 13066.0, 0.0, 0.0, 0.0, 0.0301413, 0.0907896, 0.488359, 15165.2, 1002.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1002.0, 1.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, -512.0, -512.0, -512.0, -512.0, 33.8497, 24.0, 0.946592, 77.0, 13.0399, 11.0, 0.73589, 21.0, 33.8497, 0.946592, 13.0399, 0.73589, 1.0, 0.0, 0.228666, 1.59156, 850.574, 668.869, 62.7166, 14.0408, 217.79, 97.7612, 0.0, 0.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 33.8497, 24.0, 0.946592, 77.0, 13.0399, 11.0, 0.73589, 21.0, 33.8497, 0.946592, 13.0399, 0.73589, 1.0, 0.0, 0.228666, 1.59156, 850.574, 668.869, 62.7166, 14.0408, 217.79, 97.7612, 0.0289086, 10.0, 86.0, 0.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.04, 0.13, 301.0, 994.0, 12730.0, 301.0, 86.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0166667, 0.0, 0.0166667, 8.75
instances/mip/data/Regions200/CATS-d_regions-goods200-bids1000_0009.lp, 1.0, 1003.0, 385.0, 12229.0, 0.0, 0.0, 0.0, 0.0277894, 0.084245, 0.473605, 14318.6, 1003.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1003.0, 1.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, -512.0, -512.0, -512.0, -512.0, 31.7636, 20.0, 0.949499, 73.0, 12.1924, 10.0, 0.746533, 17.0, 31.7636, 0.949499, 12.1924, 0.746533, 1.0, 0.0, 0.239183, 1.62846, 779.349, 636.614, 61.3149, 13.7773, 207.027, 90.521, 0.0, 0.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 31.7636, 20.0, 0.949499, 73.0, 12.1924, 10.0, 0.746533, 17.0, 31.7636, 0.949499, 12.1924, 0.746533, 1.0, 0.0, 0.239183, 1.62846, 779.349, 636.614, 61.3149, 13.7773, 207.027, 90.521, 0.0409736, 11.0, 80.0, 0.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.04, 0.18, 307.0, 1001.0, 11973.0, 307.0, 80.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0166667, 0.0, 0.0166667, 8.36667
instances/mip/data/Regions200/CATS-d_regions-goods200-bids1000_0010.lp, 1.0, 1001.0, 385.0, 13670.0, 0.0, 0.0, 0.0, 0.0235644, 0.0766964, 0.487104, 13726.8, 1001.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1001.0, 1.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, -512.0, -512.0, -512.0, -512.0, 35.5065, 24.0, 0.943996, 78.0, 13.6563, 11.0, 0.769513, 23.0, 35.5065, 0.943996, 13.6563, 0.769513, 1.0, 0.0, 0.220456, 1.59536, 810.175, 704.473, 56.2935, 14.094, 200.728, 97.1512, 0.0, 0.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 35.5065, 24.0, 0.943996, 78.0, 13.6563, 11.0, 0.769513, 23.0, 35.5065, 0.943996, 13.6563, 0.769513, 1.0, 0.0, 0.220456, 1.59536, 810.175, 704.473, 56.2935, 14.094, 200.728, 97.1512, 0.0515941, 4.0, 94.0, 0.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.05, 0.15, 322.0, 995.0, 13518.0, 322.0, 94.0, 0.0, 0.0, 0.0, 0.0, 0.283333, 0.0, 0.0, 0.0166667, 8.38333
instances/mip/data/Regions200/CATS-d_regions-goods200-bids1000_0017.lp, 1.0, 1002.0, 384.0, 13481.0, 0.0, 0.0, 0.0, 0.0295313, 0.0949276, 0.479109, 14467.4, 1002.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1002.0, 1.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, -512.0, -512.0, -512.0, -512.0, 35.1068, 23.0, 0.972991, 83.0, 13.4541, 11.0, 0.841543, 22.0, 35.1068, 0.972991, 13.4541, 0.841543, 1.0, 0.0, 0.227107, 1.6632, 840.121, 757.808, 59.779, 13.4388, 209.697, 98.4083, 0.0, 0.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 35.1068, 23.0, 0.972991, 83.0, 13.4541, 11.0, 0.841543, 22.0, 35.1068, 0.972991, 13.4541, 0.841543, 1.0, 0.0, 0.227107, 1.6632, 840.121, 757.808, 59.779, 13.4388, 209.697, 98.4083, 0.0296733, 6.0, 86.0, 0.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.05, 0.18, 308.0, 995.0, 13224.0, 308.0, 86.0, 0.0, 0.0, 0.0, 0.0, 0.266667, 0.0, 0.0, 0.0166667, 8.35
instances/mip/data/Regions200/CATS-d_regions-goods200-bids1000_0018.lp, 1.0, 1004.0, 381.0, 13703.0, 0.0, 0.0, 0.0, 0.0252766, 0.0794734, 0.485779, 13149.6, 1004.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1004.0, 1.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, -512.0, -512.0, -512.0, -512.0, 35.9659, 23.0, 0.944856, 81.0, 13.6484, 11.0, 0.701309, 20.0, 35.9659, 0.944856, 13.6484, 0.701309, 1.0, 0.0, 0.221312, 1.65718, 782.498, 607.232, 55.259, 12.742, 196.649, 86.6917, 0.0, 0.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 35.9659, 23.0, 0.944856, 81.0, 13.6484, 11.0, 0.701309, 20.0, 35.9659, 0.944856, 13.6484, 0.701309, 1.0, 0.0, 0.221312, 1.65718, 782.498, 607.232, 55.259, 12.742, 196.649, 86.6917, 0.0739573, 1.0, 108.0, 0.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.04, 0.15, 321.0, 1004.0, 13549.0, 321.0, 108.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.0166667, 0.0, 0.0166667, 8.38333
instances/mip/data/Regions200/CATS-d_regions-goods200-bids1000_0019.lp, 1.0, 1003.0, 382.0, 12650.0, 0.0, 0.0, 0.0, 0.0228123, 0.0769547, 0.496551, 12602.8, 1003.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1003.0, 1.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, -512.0, -512.0, -512.0, -512.0, 33.1152, 20.0, 0.970336, 76.0, 12.6122, 11.0, 0.676882, 19.0, 33.1152, 0.970336, 12.6122, 0.676882, 1.0, 0.0, 0.224902, 1.62693, 678.938, 531.099, 51.0437, 12.914, 177.274, 80.7013, 0.0, 0.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 33.1152, 20.0, 0.970336, 76.0, 12.6122, 11.0, 0.676882, 19.0, 33.1152, 0.970336, 12.6122, 0.676882, 1.0, 0.0, 0.224902, 1.62693, 678.938, 531.099, 51.0437, 12.914, 177.274, 80.7013, 0.0295143, 4.0, 77.0, 0.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.04, 0.13, 316.0, 997.0, 12444.0, 316.0, 77.0, 0.0, 0.0, 0.0, 0.0, 0.216667, 0.0166667, 0.0, 0.0166667, 8.36667
instances/mip/data/Regions200/CATS-d_regions-goods200-bids1000_0021.lp, 1.0, 1001.0, 381.0, 13401.0, 0.0, 0.0, 0.0, 0.0252524, 0.0795276, 0.480344, 14272.8, 1001.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1001.0, 1.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, -512.0, -512.0, -512.0, -512.0, 35.1732, 21.0, 0.933936, 76.0, 13.3876, 11.0, 0.701082, 20.0, 35.1732, 0.933936, 13.3876, 0.701082, 1.0, 0.0, 0.222133, 1.61141, 839.078, 649.072, 59.9992, 12.6815, 212.487, 92.8494, 0.0, 0.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 35.1732, 21.0, 0.933936, 76.0, 13.3876, 11.0, 0.701082, 20.0, 35.1732, 0.933936, 13.3876, 0.701082, 1.0, 0.0, 0.222133, 1.61141, 839.078, 649.072, 59.9992, 12.6815, 212.487, 92.8494, 0.0853368, 0.0, 96.0, 0.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.05, 0.15, 307.0, 993.0, 13111.0, 307.0, 96.0, 0.0, 0.0, 0.0, 0.0, 0.333333, 0.0166667, 0.0, 0.0, 8.38333
instances/mip/data/Regions200/CATS-d_regions-goods200-bids1000_0023.lp, 1.0, 1001.0, 384.0, 13106.0, 0.0, 0.0, 0.0, 0.0294877, 0.0908931, 0.497329, 14353.6, 1001.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1001.0, 1.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 1.0, 0.0, -512.0, -512.0, -512.0, -512.0, 34.1302, 23.0, 0.9285, 76.0, 13.0929, 10.0, 0.735777, 21.0, 34.1302, 0.9285, 13.0929, 0.735777, 1.0, 0.0, 0.233168, 1.64511, 828.698, 664.861, 60.3635, 13.2276, 211.032, 95.4934, 0.0, 0.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 34.1302, 23.0, 0.9285, 76.0, 13.0929, 10.0, 0.735777, 21.0, 34.1302, 0.9285, 13.0929, 0.735777, 1.0, 0.0, 0.233168, 1.64511, 828.698, 664.861, 60.3635, 13.2276, 211.032, 95.4934, 0.0435777, 2.0, 77.0, 0.0, -512.0, 0.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 0.0, -512.0, -512.0, -512.0, -512.0, 0.04, 0.14, 304.0, 994.0, 12798.0, 304.0, 77.0, 0.0, 0.0, 0.0, 0.0, 0.316667, 0.0166667, 0.0, 0.0166667, 8.36667
